Name,a332577,a332581,a332585,a332589,a332593,a332597,a332601,a332469,a332477,a332481,a332485,a332489,a332353,a332361,a332365,a332369,a332373,a332241,a332245,a332249,a332253,a332257,a332261,a332265,a332129,a332133,a332137,a332141,a332145,a332149,a332153,a332633,a332637,a332641,a332645,a332649,a332653,a332657,a332525,a332529,a332533,a332537,a332541,a332545,a332409,a332413,a332417,a332421,a332429,a332297,a332301,a332305,a332309,a332313,a332317,a332321,a332185,a332189,a332193,a332197,a332201,a332205,a332209,a332605,a332609,a332613,a332617,a332625,a332629,a332493,a332497,a332501,a332505,a332509,a332513,a332381,a332385,a332389,a332393,a332397,a332401,a332405,a332269,a332273,a332277,a332281,a332285,a332289,a332293,a332157,a332161,a332165,a332169,a332173,a332181,a332661,a332665,a332669,a332673,a332677,a332685,a332549,a332553,a332557,a332561,a332565,a332569,a332437,a332445,a332449,a332457,a332461,a332325,a332329,a332333,a332337,a332341,a332345,a332349,a332217,a332221,a332225,a332229,a332233,a332237
222103,10.1935,10.8329,10.8313,9.4656,9.1059,9.875,10.545,11.4873,10.4543,11.1886,11.1898,11.8696,10.9039,12.985,11.0546,10.668,9.2808,8.4878,9.1215,7.9366,8.1548,9.2923,12.178,11.8872,10.9915,8.6073,9.9787,10.3049,9.5718,10.0098,10.3772,9.6147,11.462,6.9542,11.0389,10.0498,9.7194,9.7549,10.8376,10.9694,10.7665,12.7861,9.5411,11.2668,11.5469,9.7582,8.9218,11.611,11.2691,7.8138,11.279,9.3399,9.5488,11.7172,9.8765,9.1472,10.0224,8.0168,9.9263,11.0133,11.2324,9.8765,10.5236,9.4676,10.2009,8.6618,8.8009,8.0715,7.3663,8.0875,9.7194,11.0362,10.1189,11.3009,7.3837,10.6312,8.7039,10.7607,8.8234,7.9484,8.8517,10.6573,10.2192,10.4263,7.3399,8.7582,9.1215,8.4179,10.545,13.0149,10.1737,9.4979,9.0715,8.5353,7.4094,10.6101,8.4346,8.1033,9.8313,9.4115,9.6987,9.1948,11.0668,9.2992,10.421,10.5906,4.2479,9.0196,10.1573,9.8826,10.1111,9.1824,8.9218,9.2761,8.1799,9.0553,12.227,11.6996,8.3174,9.0084,9.0928,10.5575,9.1749,9.1599,9.8106
222102,11.6764,11.5807,10.8673,11.341,10.5934,11.9106,11.7457,11.6398,9.1799,9.2503,8.8329,10.2633,9.9498,10.8162,11.3371,11.5367,8.9248,10.0154,10.0768,9.9687,10.0251,9.0444,10.749,10.421,11.9633,10.5008,10.4105,11.0941,10.5196,11.4853,11.96,11.84,12.0512,8.4512,10.7099,11.8134,9.9758,11.9951,10.8857,9.3554,9.8704,11.6175,10.2889,11.3437,11.9058,9.5718,9.9129,9.9248,10.4737,9.5603,9.8057,10.7977,10.4126,9.9614,9.3837,10.0566,11.0512,9.7211,10.4009,11.7147,10.0835,11.5028,11.544,9.0875,9.4346,8.1344,8.9773,8.3923,8.8978,8.0607,9.0334,8.1344,8.2808,8.4594,7.7944,8.4136,8.6439,8,6.8074,8.6257,8.8106,8.2527,8.4009,8.2384,8.8549,8.3663,7.8455,7.5622,8.7715,9.2923,9.255,7.5392,9.2738,8.2384,8.5546,7.7415,8.1447,7.9425,8.2095,7.3129,8.5546,7.8642,9.8517,7.9248,8.5546,8.6935,9.7797,7.375,7.8948,7.3219,7.5236,8.9099,7.7814,7.983,7.8265,8.543,10.3652,9.9366,8.4798,8.1599,8.2336,9.6865,8.0112,8.3923,9.1085
222101,10.9513,10.9908,10.9694,11.2509,11.4707,11.7969,10.9359,10.7211,9.7347,10.4094,10.3783,10.69,10.0539,11.5575,11.4284,11.7511,10.137,10.1007,9.5392,10.0182,9.825,11.8053,11.0396,9.9929,8.9858,8.9571,9.9454,9.7177,11.3998,11.058,10.8486,11.1196,11.8372,12.0941,10.9535,11.8849,12.4843,11.1144,10.4221,11.3778,10.8074,10.9586,10.9381,10.69,10.9844,8.9715,9.8009,9.7797,11.0451,9.8933,10.5459,11.5651,10.4051,10.0768,10.584,10.4179,9.4898,9.7347,10.9256,11.568,11.6644,11.4189,11.3371,8.9944,9.5981,7.6073,8.098,8.0168,9.7415,9.0901,10.1344,10.2877,10.2288,9.2574,8.7415,9.9816,9.4512,8.9944,9.817,8.4757,10.4115,9.3794,8.7313,8.5812,9.2095,11.0189,9.3641,10.3151,9.2574,10.1396,9.2877,9.3487,10.3095,9.1898,8.5157,8.8074,7.96,9.5275,8.5038,9.1007,9.3794,9.5118,10.6671,10.6008,9.6671,9.9887,8.0607,9.8297,9.4798,9.8392,9.7616,9.6777,10.2396,9.783,10.1799,8.3443,10.9046,10.8416,10.4409,9.1085,9.4051,11.1176,9.224,9.6018,10.5078
222099,9.9643,9.6384,12.6421,10.1254,9.2408,10.1649,11.0661,12.2509,11.4466,11.5882,11.7895,9.9701,10.6275,10.0593,10.3498,9.8186,10.1762,9.0168,9.3619,8.3531,8.5622,10.3794,9.4998,9.3685,11.1618,9.3685,10.7056,10.1383,11.6671,10.9715,10.9766,9.8025,11.722,10.8138,11.7899,10.7665,12.7138,10.1861,11.0808,9.3859,11.3597,9.875,12.4126,11.5594,12.7578,9.1699,11.4691,10.5943,10.7465,9.0795,9.5527,11.03,9.4858,9.5793,10.4645,9.0389,10.7398,9.1189,11.2408,11.31,10.374,10.2854,10.3869,9.5196,11.0168,9.8719,9.8994,9.7599,10.8986,7.8265,8.585,8.0928,7.2761,8.9159,8.2854,10.0471,10.0553,9.7912,9.6564,10.1861,9.8673,9.8796,9.42,9.098,9.4115,9.817,9.3038,9.4491,10.2432,10.6073,9.7582,9.3038,9.8361,9.0875,9.1599,9.1189,9.7665,8.7177,9.6055,10.1072,10.0741,8.8673,10.4818,10.3487,9.5294,9.2992,9.0056,8.224,8.2432,8.4798,9.5216,9.3945,9.4574,9.3987,8.1497,8.4094,10.2467,10.7288,9.2923,8.4635,8.2046,9.6036,8.9454,8.8424,9.1472
222098,11.9922,9.8719,10.7288,10.9315,9.9672,10.6724,10.4019,12.0461,10.2058,11.1793,11.2491,10.0512,9.5098,10.0875,10.4656,9.9337,7.6582,8.0224,9.6883,8.9484,9.6129,12.1141,12.0838,9.8963,9.9844,10.7838,10.1241,8.4179,11.4466,11.3309,11.1555,10.3987,11.611,7.3399,10.5878,11.7091,9.2456,11.3729,11.941,10.6348,11.265,11.1649,11.5338,10.2703,10.7814,7.8765,11.1098,10.668,11.2986,9.4919,8.2808,10.5897,10.218,7.7549,8.5887,8.7682,9.5137,9.1972,10.8057,11.3281,10.4094,10.8588,11.3259,9.7056,10.3365,10.6101,12.1646,8.0875,10.3242,7.9248,9.1874,10.3443,10.0224,8.7846,9.6883,9.6402,9.4388,9.973,9.7879,9.2969,9.4221,8.7748,8.543,9.5603,8.4676,8.1293,9.7465,9.7056,9.3487,11.5058,11.279,10.4263,8.224,11.6488,8.6294,10.3652,8.098,6.8329,8.7846,9.1396,9.4094,9.014,9.0307,10.2095,10.2854,9.796,4.9069,11.1861,10.6707,8.7715,9.0741,5.4919,8.8857,8.3219,9.2167,8.6689,11.2906,11.1013,9.6275,10.9285,9.9873,8.4594,11.2119,7.3663,9.4998
222097,9.8281,9.4939,12.1573,10.4189,11.3298,12.0928,9.8025,12.3185,11.5826,11.8868,12.0745,14.0727,14.8194,13.0144,10.8122,10.3707,11.5406,8.8138,4.7549,8.8642,9.2192,10.6671,10.8986,10.0375,10.9084,10.7952,10.888,9.7632,10.3923,12.8088,11.93,11.3982,11.8246,7.5546,10.7168,11.8948,10.4959,10.3848,13.0293,12.1677,11.3767,11.7511,11.3891,12.0828,10.9744,10.8986,9.6917,11.7482,11.158,10.0647,10.5382,8.5196,10.6493,8.8297,9.5603,8.8392,10.1674,10.1267,10.2021,11.3443,9.9381,12.3745,9.9024,11.2779,11.318,11.1079,10.8819,11.2848,9.0196,9.5038,12.9166,10.3869,11.4336,9.3443,11.6542,11.2871,12.3295,9.1599,11.8021,9.7194,9.5925,8.5736,9.2021,10.3421,10.585,12.0351,9.8186,10.0471,9.8781,12.5046,10.8819,9.5038,11.9222,8.2046,11.279,9.6636,9.9758,12.021,8.8918,10.7398,9.0688,11.7611,11.6537,11.842,11.6515,10.0307,4.9069,12.3115,12.2027,12.1341,11.6004,11.3443,10.4147,9.6457,10.821,9.9129,12.588,9.3083,11.4853,12.9052,10.7457,9.611,11.3476,13.085,10.6707
222096,12.7213,13.7186,12.0928,12.2234,12.1765,13.1596,14.0895,16.1371,13.904,11.8746,10.7356,11.6689,12.723,13.858,13.7867,13.0896,11.792,10.2538,12.3589,12.6133,11.7398,9.2691,12.0063,12.556,13.7347,11.9516,12.3587,11.5285,12.9913,13.7816,13.8974,12.4305,12.5572,4.9069,13.5609,14.4156,11.8134,11.9487,14.4157,12.9715,10.1799,14.0541,12.5454,12.5981,13.4271,9.4305,14.7656,12.7419,13.3825,11.6528,10.3151,11.4888,11.8564,11.4666,12.8742,8.7748,11.8361,11.2726,13.0037,13.1838,11.9425,13.393,11.8234,11.4351,12.73,13.1025,13.3618,12.9103,12.0617,10.8463,11.6742,11.0741,12.2061,13.2786,11.1843,12.5943,12.5729,12.9544,11.5971,10.3287,10.9715,10.6847,10.1923,11.6041,12.3267,12.1589,11.381,11.5201,11.3049,13.3392,12.8821,12.4218,11.5551,11.8556,13.5681,10.4315,11.8057,12.2767,11.3332,12.1341,12.5075,12.6658,12.3174,12.9376,12.9179,11.2906,5.585,13.2392,13.0602,10.9151,12.3902,14.6017,12.1302,10.3242,11.7797,12.0546,14.5986,14.8526,12.3256,12.3424,11.9005,13.0016,12.9241,14.1175,13.0619
222094,12.8508,12.4969,11.2923,13.7117,11.8688,12.3837,12.1013,12.6156,11.2609,13.5823,11.8944,12.1649,11.3799,12.8866,11.9996,12.8535,11.6402,10.8673,10.6662,10.9636,10.7665,12.5046,12.1215,10.7855,10.2969,11.5425,11.1421,10.5708,11.6032,10.7549,12.8846,11.7997,14.7659,10.1007,12.0495,12.638,12.7106,11.8811,12.0172,12.4881,11.6978,12.8443,12.5016,12.3362,11.2497,9.0715,12.6149,12.3658,10.7541,10.4409,12.2085,12.1693,12.0348,12.0338,12.061,11.0721,10.3652,11.7956,12.9445,13.0102,12.8607,12.9699,12.8361,9.7211,11.0196,9.6883,10.2819,10.1124,11.2715,10.0782,10.9418,12.0725,11.3559,10.5088,11.1026,11.7842,10.0954,10.218,11.4315,10.1712,11.2738,10.6275,9.9293,9.8688,9.9915,11.5304,10.1923,10.8408,10.4115,11.1592,10.9106,11.1163,10.4357,10.2192,11.4584,11.1536,10.0348,10.0782,9.7313,10.3619,10.8041,10.8781,11.8182,12.1551,10.9651,11.7973,12.9399,10.6064,11.6202,10.9549,10.8345,10.978,11.0888,11.4357,11.6124,11.5333,11.4398,12.7453,12.3775,10.9031,11.1241,9.014,11.1434,10.584,12.344
222093,10.6275,10.8572,12.0539,12.5603,11.8218,12.0217,12.2021,12.2521,11.151,12.5377,12.4476,12.0831,12.1592,11.8895,12.1173,11.7503,11.6216,9.9715,9.3197,9.0196,8.7879,10.3309,10.6742,9.6564,10.9506,11.9947,11.7928,11.8074,10.8887,12.1929,12.6834,12.1328,12.4194,12.1293,11.7138,11.5967,12.2204,11.6773,12.2161,10.4747,11.9359,10.7887,12.3233,12.4231,11.8074,11.4979,12.453,12.6633,12.4546,9.1599,9.7364,10.941,10.9233,10.6046,9.9366,9.2119,11.4346,11.4336,12.3462,12.2656,11.9498,12.8021,11.7228,10.8065,11.8478,10.5333,10.5651,10.5392,10.4409,10.7004,11.6515,9.9556,11.4315,11.2796,10.0403,10.1072,11.2149,10.6064,9.7415,10.7928,11.0063,10.8963,10.7151,10.8368,10.9844,11.6627,10.8025,10.6312,10.9256,11.9307,11.2574,10.7532,10.4512,11.1517,9.8313,9.2479,10.9226,10.7423,9.3663,10.1459,10.8533,10.6466,12.4057,11.7993,11.3945,11.4898,14.4783,10.8226,11.7241,10.3597,10.978,11.5367,11.2986,10.9106,10.8218,9.2877,12.2923,13.0604,10.888,11.8134,9.983,9.1111,10.9114,11.0077,11.1762
222092,11.5868,11.4828,11.736,12.7609,11.5594,11.8545,12.3219,12.8545,11.4194,12.3163,12.81,12.66,10.9069,11.5527,12.115,12.2312,12.3015,10.4179,10.0498,10.4051,10.0553,11.9211,11.9654,10.5915,11.8049,10.9622,12.2195,11.2282,11.3718,12.3894,12.2378,12.1196,12.4136,11.1687,11.9513,11.2473,10.8872,11.8439,12.1997,10.8834,12.4954,11.2929,12.2177,13.0673,11.4584,11.5483,12.6309,11.6353,12.942,10.1997,11.1196,11.7457,11.0868,11.7515,10.6795,10.4605,10.4939,11.8053,12.1056,12.0898,11.5793,11.6546,11.3923,11.0279,10.9432,9.0444,10.242,9.9787,9.1874,10.5236,10.9506,9.7993,10.8258,10.543,8.3309,10.352,10.374,10.6856,8.9972,10.2312,9.8826,11.0748,10.4367,10.9506,10.032,9.3794,10.2668,11.2633,10.6384,11.8273,10.6653,10.7507,10.5536,10.69,9.9744,9.7665,11.0077,9.3576,9.4858,7.5774,10.3859,10.5962,11.3365,11.3669,10.242,10.4179,9.6129,10.4126,10.2831,10.1241,10.6064,11.1836,12.0964,10.5469,10.444,9.3487,12.0831,10.3912,10.4512,9.7125,10.0647,11.1007,10.4336,10.2046,10.8842
222088,12.8784,14.0836,14.8944,12.6059,13.5832,13.2353,15.3753,15.9478,14.8998,14.4592,14.6136,14.1007,15.0799,14.4473,14.6307,11.6891,12.9853,11.0189,7.9944,10.0154,9.1421,9.9204,11.395,10.5555,12.81,13.8039,13.7916,11.8242,13.5866,13.2682,13.1548,12.9418,14.1435,6.7279,12.8933,13.9011,12.4416,11.9658,15.3164,14.6462,14.7782,13.8524,13.9857,13.1632,14.5975,13.5281,16.0421,13.9958,13.8471,12.3399,10.9672,12.8404,13.2703,14.8901,12.7132,10.4325,16.1045,12.7007,14.0698,13.8612,11.5157,14.8734,11.7985,12.6418,13.081,11.7125,13.6689,11.8948,12.4155,11.0154,13.0878,11.9912,10.2946,9.3554,11.6013,11.4215,13.0175,14.1049,12.6495,11.8364,11.0587,10.151,12.1548,12.5708,12.1405,10.9001,12.1504,11.8975,13.2027,13.968,12.857,13.4177,12.4297,12.8374,14.3669,10.6018,12.4941,11.1434,11.9192,12.3542,12.3454,12.563,13.319,12.5488,14.4402,11.9787,5,11.8118,13.2599,12.9878,12.2423,12.7526,10.8834,12.5083,12.5201,9.6421,13.751,13.3536,12.1567,12.9825,12.8098,12.551,12.811,13.4278,13.0322
222086,13.9237,13.5063,13.0394,13.0475,13.7228,14.0225,13.103,13.3697,12.4569,13.9134,13.9986,12.5634,12.6733,13.9617,13.0192,13.7331,12.8646,12.8675,12.7995,13.72,13.3511,13.6984,13.3451,12.9873,11.7245,12.1954,12.7258,11.815,11.9189,13.3012,12.8343,13.692,14.461,11.544,13.4863,13.7559,13.8924,13.2537,13.4172,13.3718,13.1887,13.8978,13.7358,13.1832,13.4083,12.6817,12.9885,13.0539,13.0602,14.253,13.5981,14.1818,13.6163,13.6565,13.5121,12.8412,12.2615,12.1335,14.115,14.4357,13.6708,14.2376,12.4144,14.6104,15.3879,14.0168,14.4005,14.153,14.7215,14.6746,15.6329,15.7424,15.1664,14.8415,14.2447,15.4054,14.7544,14.4044,15.0777,14.3562,14.57,14.3458,14.3092,14.6786,14.5233,15.5409,14.0415,14.4927,14.6712,15.3092,14.8131,14.5912,14.3322,14.7419,14.978,15.1946,14.5793,14.0664,13.4433,14.0664,14.3002,14.7499,15.7726,15.5781,14.587,14.7808,16.5176,14.8458,15.0691,14.4448,14.7571,14.8935,15.3101,14.8209,14.3991,15.337,13.1082,13.0995,15.3711,14.9409,14.0734,15.6569,14.2747,14.4585,15.4379
222067,9.5314,10.722,12.0825,13.5729,10.9233,12.0244,11.8777,13.2363,11.7091,12.0529,12.842,12.9712,12.9878,12.2369,11.9665,7.858,11.6904,6.6294,6.1699,5.4919,5.4263,8.3083,7.6935,7.7549,12.4065,13.4712,13.2181,10.7515,10.4645,12.5599,13.6977,11.5971,13.4394,5.9307,11.6411,11.6821,12.3805,11.7944,12.6613,8.1699,12.4651,8.2336,11.6883,12.5781,12.1241,12.7586,13.6883,12.717,12.9476,5.2854,10.5906,7.1599,7.1497,11.1836,9.8154,8.9425,12.6064,13.0037,11.7814,10.9578,10.6786,11.7125,11.4661,10.4543,11.4998,10.3354,10.0389,10.5167,9.6689,8.5157,8.1497,6.4594,7.5314,8.7515,7.5314,8.8673,11.0987,10.5314,8.4009,10.2633,9.8138,11.0049,9.236,9.8329,10.268,9.6865,9.6184,10.599,9.2784,11.6211,10.8471,9.8704,9.9263,11.93,8.1548,7.6221,10.8001,10.8041,7.3399,7.9944,9.8826,8.2384,10.9181,11.2668,11.769,10.1059,9.5018,7.7879,11.0688,7.6294,9.5177,8.0498,7.9484,7.2479,10.3487,4.7549,12.9876,11.3465,5.9773,7.3129,9.4471,6.4429,10.6502,8.7347,6.2095
222066,13.2773,10.4051,10.2312,12.5788,12.3451,12.785,13.8224,12.5462,12.5389,13.4094,11.7228,13.1288,13.0307,10.1189,12.5864,11.9103,12.0502,8.8041,11.5779,9.4409,10.8049,12.1036,11.5324,11.9596,13.4332,11.3581,13.5038,13.5108,11.7805,13.6621,12.8738,13.1536,12.4194,7.1599,12.1808,14.2421,12.1548,13.3256,12.4998,9.8009,12.7999,9.1548,12.9651,11.4762,11.8803,10.2456,12.3993,13.4378,11.7022,10.0403,11.7351,11.4964,11.168,12.1309,11.4019,11.2258,11.8118,9.8106,12.8863,13.6338,9.4491,12.2735,12.2863,11.983,12.2137,12.6108,12.4939,11.713,12.1526,11.2744,11.9318,12.0091,12.6537,10.4969,11.163,12.116,12.4054,7.9944,10.8463,11.9211,12.1743,11.0782,11.1724,11.2155,13.6291,11.5304,13.6001,10.3554,11.29,14.3418,13.1886,11.4833,12.1424,10.9211,12.4658,10.8887,10.3332,12.0818,10.4009,10.4798,12.284,11.656,11.7087,13.804,12.3603,12.0063,4.9069,12.8523,12.5248,11.6032,11.9121,12.7436,11.255,11.5887,11.2432,10.3309,12.4891,11.7948,12.2402,13.8032,11.5546,12.7488,11.4221,11.8293,12.6092
222065,11.4136,11.1306,11.4325,11.7928,11.8392,11.7181,11.4497,11.275,10.1849,11.6161,11.6662,11.021,10.3038,11.0112,11.0573,10.933,10.2155,10.0526,10.3117,10.218,11.1447,10.676,11.5493,11.3756,11.0526,11.1898,10.1997,10.744,10.8313,11.1935,11.6353,11.3718,11.4273,5.7814,10.9418,12.117,11.811,11.332,10.9315,11.0961,10.7855,11.6724,11.3443,12.0782,11.2461,10.2703,10.9322,11.0119,11.1749,9.9643,11.7797,11.6339,11.7087,11.1163,10.7099,10.7237,10.809,9.7448,11.4553,11.1743,11.0258,10.9513,10.8941,7.9944,8.3309,7.3837,7.7482,7.1396,7.6724,6.3219,7.858,7.5546,7.4263,7.0112,6.4094,7.0875,7.6294,6.9189,6.8202,6.5699,8.4179,7.0444,6.7682,6.6147,6.9425,7.9366,6.6147,9.1344,7.2095,7.5078,7.9658,7.4919,6.7142,7.1497,7.9715,6.5392,5.9773,7.6865,7.0768,6.6294,7.3487,6.7944,8.5925,7.3837,7.4429,7.3837,7.8202,6.7142,7.2761,7.098,8.0224,7.6582,6.9307,7.0661,6.7004,6.1898,11.2562,11.1529,7.1699,6.7142,7.4009,9.4878,6.2095,7.2854,7.4179
222060,10.7936,10.545,8.5962,11.0815,9.8657,9.3531,10.5981,9.1923,10.7846,11.8001,10.7764,10.1984,8.585,10.0741,9.5137,13.1586,11.8459,12.0634,14.4298,14.5225,14.4255,9.8549,12.2691,12.021,9.224,12.0088,10.7211,10.5157,7.4346,9.7448,8.7039,10.5718,9.5392,7.4429,12.8146,11.1026,9.633,10.952,11.2586,11.5589,10.4888,11.3225,13.35,12.007,10.352,13.1997,10.043,9.236,9.2691,14.1555,12.0485,11.6371,9.4491,12.6711,10.2586,10.4848,10.9614,10.5294,11.3966,9.3242,10.7855,10.9136,9.3923,17.2133,17.6819,16.5201,16.9127,16.138,16.0749,16.3587,16.1033,17.5659,16.3048,16.3618,16.0352,16.8103,15.9165,14.9878,16.1274,15.7029,15.0151,15.9928,15.832,16.3779,15.4253,16.9664,15.4744,10.6156,16.3767,16.479,17.2118,15.76,14.5313,16.2054,16.0418,16.0275,17.3933,15.1503,15.0417,16.0789,16.257,17.1147,17.097,16.5298,15.9678,16.0286,14.2623,15.4553,16.5824,14.6671,16.3576,15.9717,16.0179,16.2734,14.6522,16.7749,9.6777,9.5699,16.8409,15.8598,14.65,18.0238,16.2558,16.0435,15.2321
222059,10.8502,11.4247,11.183,12.0168,11.4671,11.7368,11.9432,11.7486,10.8688,11.5831,11.6059,11.4762,10.6018,11.8206,11.6032,12.2231,11.1517,11.0133,10.6777,10.8941,10.3685,11.4424,11.7503,10.9708,10.6202,11.1504,10.9476,11.3421,10.4969,11.9625,11.851,11.8498,12.136,11.3647,11.3083,11.9866,11.9887,11.294,11.7022,10.9708,11.3174,11.4823,12.1867,12.0698,11.6782,10.6689,11.5999,11.1111,12.0362,10.9454,11.5211,11.9762,12.0735,11.3799,11.2946,10.6393,10.6987,10.6874,12.4223,12.2787,11.8242,12.6575,11.0444,10.6457,11.341,10.2348,10.388,10.1536,10.4019,9.7895,10.7296,10.6944,10.9801,10.7142,9.9425,10.4073,10.611,10.1724,10.2597,9.7482,10.817,10.3287,10.3298,9.611,10.3859,11.4179,10.2761,10.2252,10.0485,11.2691,10.9425,10.218,10.1536,10.599,10.1202,9.8994,10.6961,10.151,9.1497,9.8057,10.4666,10.6156,11.8138,11.4231,10.9204,10.9447,10.9432,10.4367,11.2426,10.2336,10.7846,10.6768,11.0634,10.6411,10.7985,9.4656,11.5245,11.6216,10.9571,10.9278,9.6865,12.1079,10.5488,10.4988,10.9285
222058,10.8202,11.1984,11.9894,11.5314,10.1293,10.8202,10.8857,12.2058,10.9359,12.354,11.6644,12.4189,12.1105,11.6795,11.7768,11.1215,11.8424,10.0688,9.2143,9.7296,9.2527,10.4727,10.825,9.8719,11.5488,11.8887,11.7536,11.7752,11.1066,12.6806,12.8168,11.4378,11.2312,12.2255,10.275,11.0471,11.0782,11.1434,11.592,10.2167,11.1331,10.5118,12.1134,12.4416,12.292,11.7402,12.5774,12.4419,12.9551,8.9218,10.374,11.2155,10.388,10.7797,10.0458,9.1699,12.0735,11.7624,11.3966,11.2544,10.4009,11.8106,10.6175,11.5774,12.3191,10.3432,10.8933,11.1605,11.1867,9.8122,10.0715,9.1548,10.7381,10.0954,8.9542,10.6411,11.3454,11.0566,10.2288,10.4553,11.4062,11.2204,10.5831,10.1459,10.7566,11.6161,10.6909,10.388,10.2819,12.2006,11.1917,10.697,10.8556,11.5314,9.236,10.0661,11.3597,10.3837,9.207,10.2503,10.4919,9.9901,12.056,11.2848,11.4414,10.7707,13.6226,10.0042,11.0161,10.1306,10.7194,10.4808,10.2935,9.7004,10.3891,8.9887,12.5847,11.0526,9.4838,10.5028,9.2621,10.5774,10.3597,10.4828,9.4757
222056,9.4939,13.2389,12.0338,12.163,14.3427,13.4391,11.0681,17.1964,13.1154,12.985,13.4042,13.2139,13.6221,13.4494,13.0505,11.4429,13.1647,9.9887,10.1228,9.5641,9.6202,11.4722,11.6533,10.8834,12.1759,14.8251,14.1257,10.7912,11.7814,14.6471,16.6895,14.4063,13.6254,7.0444,11.5367,13.1131,12.8931,11.6008,14.8038,13.9701,14.0581,13.3574,14.4269,16.3552,12.8897,12.0485,12.7576,9.8564,16.5211,11.3123,11.584,11.4136,12.7532,11.785,12.5677,11.6861,12.6004,11.73,13.3801,10.9922,12.2279,12.9366,13.3353,12.0802,12.2303,9.2946,12.4886,13.5124,13.097,12.672,14.4727,10.6537,12.0434,10.6457,10.2276,13.4069,12.5253,11.3832,12.2249,11.8431,8.3487,11.0217,11.6253,12.823,11.5784,12.8937,12.7663,12.511,14.1229,11.5382,15.1569,13.112,13.2199,12.5394,14.6886,11.2842,11.9737,13.7029,7.9715,11.3608,12.6117,12.4805,11.3174,13.4234,12.7793,11.643,3.585,12.0765,13.1074,10.8431,10.7698,13.3822,14.2205,10.6856,12.5476,13.0642,13.3643,13.2258,12.5751,14.1531,13.9797,11.2633,12.1895,11.5299,11.4656
222054,11.5755,11.3869,10.9278,11.5911,11.0175,11.0042,10.6411,11.3691,10.7632,10.9196,10.6751,11.3761,10.3998,11.5627,11.2342,11.749,11.2479,9.4818,8.8234,8.2992,8.8857,11.0715,10.5196,9.8963,11.221,10.0593,10.6537,10.0741,10.8564,11.5826,9.8455,11.5177,11.7087,10.792,10.769,11.4671,10.2796,11.2473,10.6457,10.3208,10.8903,11.3859,11.9326,12.0011,11.2963,10.3912,10.7389,9.9322,11.9352,9.5943,8.8455,10.7125,10.0348,9.9293,9.7993,9.9114,9.8009,10.4168,11.7616,11.4878,11.1331,11.0369,11.1319,10.403,9.9129,9.7599,9.7194,9.137,10.4083,9.2808,9.6402,10.0056,10.0485,9.2527,9.6184,10.4929,9.0553,9.0848,10.4136,9.1624,9.6917,9.3509,9.5275,8.9396,9.375,9.9322,9.1085,10.1497,9.3597,10.3998,9.4635,10.4284,10.0741,9.8642,9.445,9.9024,10.0098,8.96,9.1163,9.941,9.6092,9.3443,10.1649,10.7465,9.2312,9.6018,9.6202,9.7797,9.4367,9.6421,9.2408,9.944,10.128,10.2167,9.5943,9.7895,10.5353,10.115,10.1344,9.3443,9.6402,11.2058,8.7748,9.0279,9.9758
222051,11.5255,11.2378,11.7351,11.8715,11.7478,11.4131,11.8506,11.5196,10.5943,11.5551,12.2192,11.5522,11.1923,12.1257,11.6188,11.4712,11.178,11.1478,10.2831,10.8025,10.5285,12.399,12.1189,11.1427,12.0365,11.3783,11.8258,11.9039,11.716,12.7814,12.5255,11.8309,11.9403,12.4078,11.0286,11.7228,11.6883,11.5241,11.4273,11.2088,11.1818,11.6852,12.0993,11.9625,12.6057,10.9979,12.2348,11.8396,12.8492,10.137,11.9348,12.5348,11.7309,11.8194,11.87,10.825,11.0334,10.8865,12.0654,11.543,11.757,12.1248,11.3449,11.9185,12.4538,10.8556,11.3348,10.7168,11.7653,10.1111,10.4553,10.4838,10.5527,10.4367,10.062,11.7932,11.4435,11.2935,11.4378,10.7048,12.294,11.6874,11.2204,10.7142,11.3778,12.3205,11.1357,11.5953,10.9556,12.2444,11.5221,11.2819,11.5167,11.5784,10.8321,11.268,11.151,11.1712,10.4564,11.2192,11.4257,10.3619,12.4091,11.7394,12.0471,11.0573,8.8392,11.021,10.5746,10.6891,11.0954,11.0908,11.6983,10.5774,10.5915,10.567,11.2252,11.6448,11.3945,10.6402,10.6018,6.8948,10.764,10.2396,11.0815
